Pais;Pregunta;Respuesta;Valor;Porcentaje;Dimension_ISDE;Dimension_Nombre
KAZ;Actividades de desarrollo profesional;Cursos/seminarios/talleres;Sí presencial;52,4;D2;Competencia Digital Docente
KAZ;Actividades de desarrollo profesional;Cursos/seminarios/talleres;Sí virtual online;16,93;D2;Competencia Digital Docente
KAZ;Actividades de desarrollo profesional;Otro;;1,68;D2;Competencia Digital Docente
KAZ;Actividades de desarrollo profesional;Otro;No;51,83;D2;Competencia Digital Docente
KAZ;Actividades de desarrollo profesional;Otro;Sí mixta;10,04;D2;Competencia Digital Docente
KAZ;Actividades de desarrollo profesional;Otro;Sí presencial;25,16;D2;Competencia Digital Docente
KAZ;Actividades de desarrollo profesional;Otro;Sí virtual online;11,28;D2;Competencia Digital Docente
KAZ;Actividades de desarrollo profesional;Programa de cualificación formal;;0,91;D2;Competencia Digital Docente
KAZ;Actividades de desarrollo profesional;Programa de cualificación formal;No;61,54;D2;Competencia Digital Docente
KAZ;Actividades de desarrollo profesional;Programa de cualificación formal;Sí mixta;7,93;D2;Competencia Digital Docente
KAZ;Actividades de desarrollo profesional;Programa de cualificación formal;Sí presencial;18,41;D2;Competencia Digital Docente
KAZ;Actividades de desarrollo profesional;Programa de cualificación formal;Sí virtual online;11,21;D2;Competencia Digital Docente
KAZ;Actividades de desarrollo profesional;Redes formales o informales de profesores para la formación profesional;;0,68;D2;Competencia Digital Docente
KAZ;Actividades de desarrollo profesional;Redes formales o informales de profesores para la formación profesional;No;21,03;D2;Competencia Digital Docente
KAZ;Actividades de desarrollo profesional;Redes formales o informales de profesores para la formación profesional;Sí mixta;15,79;D2;Competencia Digital Docente
KAZ;Actividades de desarrollo profesional;Redes formales o informales de profesores para la formación profesional;Sí presencial;44,9;D2;Competencia Digital Docente
KAZ;Actividades de desarrollo profesional;Redes formales o informales de profesores para la formación profesional;Sí virtual online;17,6;D2;Competencia Digital Docente
KAZ;Actividades de desarrollo profesional;Reflexiones sobre las observaciones de la lección;;0,69;D2;Competencia Digital Docente
KAZ;Actividades de desarrollo profesional;Reflexiones sobre las observaciones de la lección;No;12,42;D2;Competencia Digital Docente
KAZ;Actividades de desarrollo profesional;Reflexiones sobre las observaciones de la lección;Sí mixta;12,09;D2;Competencia Digital Docente
KAZ;Actividades de desarrollo profesional;Reflexiones sobre las observaciones de la lección;Sí presencial;65,61;D2;Competencia Digital Docente
KAZ;Actividades de desarrollo profesional;Reflexiones sobre las observaciones de la lección;Sí virtual online;9,18;D2;Competencia Digital Docente
KAZ;Actividades de desarrollo profesional;Visitas a locales comerciales, organizaciones públicas u ONG relacionadas con mi enseñanza;;0,82;D2;Competencia Digital Docente
KAZ;Actividades de desarrollo profesional;Visitas a locales comerciales, organizaciones públicas u ONG relacionadas con mi enseñanza;No;56,7;D2;Competencia Digital Docente
KAZ;Actividades de desarrollo profesional;Visitas a locales comerciales, organizaciones públicas u ONG relacionadas con mi enseñanza;Sí mixta;7,49;D2;Competencia Digital Docente
KAZ;Actividades de desarrollo profesional;Visitas a locales comerciales, organizaciones públicas u ONG relacionadas con mi enseñanza;Sí presencial;26,96;D2;Competencia Digital Docente
KAZ;Actividades de desarrollo profesional;Visitas a locales comerciales, organizaciones públicas u ONG relacionadas con mi enseñanza;Sí virtual online;8,04;D2;Competencia Digital Docente
KAZ;Actividades de desarrollo profesional;Visitas a otras escuelas para informar sobre mi enseñanza;;0,61;D2;Competencia Digital Docente
KAZ;Actividades de desarrollo profesional;Visitas a otras escuelas para informar sobre mi enseñanza;No;26,85;D2;Competencia Digital Docente
KAZ;Actividades de desarrollo profesional;Visitas a otras escuelas para informar sobre mi enseñanza;Sí mixta;11,4;D2;Competencia Digital Docente
KAZ;Actividades de desarrollo profesional;Visitas a otras escuelas para informar sobre mi enseñanza;Sí presencial;53,42;D2;Competencia Digital Docente
KAZ;Actividades de desarrollo profesional;Visitas a otras escuelas para informar sobre mi enseñanza;Sí virtual online;7,72;D2;Competencia Digital Docente
KAZ;Frecuencia con la que el profesor;Adapta sus métodos de enseñanza a las necesidades de los alumnos;Frecuentemente;50,5;D3;Pedagogía Digital / Uso Pedagógico TIC
KAZ;Frecuencia con la que el profesor;Adapta sus métodos de enseñanza a las necesidades de los alumnos;;0,65;D3;Pedagogía Digital / Uso Pedagógico TIC
KAZ;Frecuencia con la que el profesor;Adapta sus métodos de enseñanza a las necesidades de los alumnos;Nunca o casi nunca;0,75;D3;Pedagogía Digital / Uso Pedagógico TIC
KAZ;Frecuencia con la que el profesor;Adapta sus métodos de enseñanza a las necesidades de los alumnos;Ocasionalmente;9,83;D3;Pedagogía Digital / Uso Pedagógico TIC
KAZ;Frecuencia con la que el profesor;Adapta sus métodos de enseñanza a las necesidades de los alumnos;Siempre;38,27;D3;Pedagogía Digital / Uso Pedagógico TIC
KAZ;Frecuencia con la que el profesor;Indica a los alumnos diferentes materiales didácticos en función de sus necesidades;Frecuentemente;54,54;D3;Pedagogía Digital / Uso Pedagógico TIC
KAZ;Frecuencia con la que el profesor;Indica a los alumnos diferentes materiales didácticos en función de sus necesidades;;0,57;D3;Pedagogía Digital / Uso Pedagógico TIC
KAZ;Frecuencia con la que el profesor;Indica a los alumnos diferentes materiales didácticos en función de sus necesidades;Nunca o casi nunca;0,8;D3;Pedagogía Digital / Uso Pedagógico TIC
KAZ;Frecuencia con la que el profesor;Indica a los alumnos diferentes materiales didácticos en función de sus necesidades;Ocasionalmente;12,52;D3;Pedagogía Digital / Uso Pedagógico TIC
KAZ;Frecuencia con la que el profesor;Indica a los alumnos diferentes materiales didácticos en función de sus necesidades;Siempre;31,58;D3;Pedagogía Digital / Uso Pedagógico TIC
KAZ;Frecuencia con la que el profesor;Prepara a los estudiantes para las dificultades que pueden ocurrir durante la práctica;Frecuentemente;51,74;D3;Pedagogía Digital / Uso Pedagógico TIC
KAZ;Frecuencia con la que el profesor;Prepara a los estudiantes para las dificultades que pueden ocurrir durante la práctica;;0,65;D3;Pedagogía Digital / Uso Pedagógico TIC
KAZ;Frecuencia con la que el profesor;Prepara a los estudiantes para las dificultades que pueden ocurrir durante la práctica;Nunca o casi nunca;3,28;D3;Pedagogía Digital / Uso Pedagógico TIC
KAZ;Frecuencia con la que el profesor;Prepara a los estudiantes para las dificultades que pueden ocurrir durante la práctica;Ocasionalmente;27,89;D3;Pedagogía Digital / Uso Pedagógico TIC
KAZ;Frecuencia con la que el profesor;Prepara a los estudiantes para las dificultades que pueden ocurrir durante la práctica;Siempre;16,43;D3;Pedagogía Digital / Uso Pedagógico TIC
KAZ;Frecuencia con la que el profesor;Revisa múltiples ejemplos para practicar los pasos de un procedimiento o habilidad;Frecuentemente;52,72;D3;Pedagogía Digital / Uso Pedagógico TIC
KAZ;Frecuencia con la que el profesor;Revisa múltiples ejemplos para practicar los pasos de un procedimiento o habilidad;;0,53;D3;Pedagogía Digital / Uso Pedagógico TIC
KAZ;Frecuencia con la que el profesor;Revisa múltiples ejemplos para practicar los pasos de un procedimiento o habilidad;Nunca o casi nunca;1,33;D3;Pedagogía Digital / Uso Pedagógico TIC
KAZ;Frecuencia con la que el profesor;Revisa múltiples ejemplos para practicar los pasos de un procedimiento o habilidad;Ocasionalmente;31,05;D3;Pedagogía Digital / Uso Pedagógico TIC
KAZ;Frecuencia con la que el profesor;Revisa múltiples ejemplos para practicar los pasos de un procedimiento o habilidad;Siempre;14,37;D3;Pedagogía Digital / Uso Pedagógico TIC
KAZ;Frecuencia con la que el profesor;Selecciona tareas cuya dificultad aumenta gradualmente;Frecuentemente;54,74;D3;Pedagogía Digital / Uso Pedagógico TIC
KAZ;Frecuencia con la que el profesor;Selecciona tareas cuya dificultad aumenta gradualmente;;0,59;D3;Pedagogía Digital / Uso Pedagógico TIC
KAZ;Frecuencia con la que el profesor;Selecciona tareas cuya dificultad aumenta gradualmente;Nunca o casi nunca;1,45;D3;Pedagogía Digital / Uso Pedagógico TIC
KAZ;Frecuencia con la que el profesor;Selecciona tareas cuya dificultad aumenta gradualmente;Ocasionalmente;21,98;D3;Pedagogía Digital / Uso Pedagógico TIC
KAZ;Frecuencia con la que el profesor;Selecciona tareas cuya dificultad aumenta gradualmente;Siempre;21,24;D3;Pedagogía Digital / Uso Pedagógico TIC
KAZ;Impacto global del desarrollo profesional;Impacto positivo del desarrollo profesional;Bastante;43,49;D2;Competencia Digital Docente
KAZ;Impacto global del desarrollo profesional;Impacto positivo del desarrollo profesional;En cierta medida;32,87;D2;Competencia Digital Docente
KAZ;Impacto global del desarrollo profesional;Impacto positivo del desarrollo profesional;Mucho;20,97;D2;Competencia Digital Docente
KAZ;Impacto global del desarrollo profesional;Impacto positivo del desarrollo profesional;;0,16;D2;Competencia Digital Docente
KAZ;Impacto global del desarrollo profesional;Impacto positivo del desarrollo profesional;Nada;2,51;D2;Competencia Digital Docente
KAZ;Importancia de características del desarrollo profesional;Ofrece oportunidades para el intercambio colaborativo de ideas;Bastante;43,02;D2;Competencia Digital Docente
KAZ;Importancia de características del desarrollo profesional;Ofrece oportunidades para el intercambio colaborativo de ideas;En cierta medida;22,22;D2;Competencia Digital Docente
KAZ;Importancia de características del desarrollo profesional;Ofrece oportunidades para el intercambio colaborativo de ideas;Mucho;32,19;D2;Competencia Digital Docente
KAZ;Importancia de características del desarrollo profesional;Ofrece oportunidades para el intercambio colaborativo de ideas;;0,67;D2;Competencia Digital Docente
KAZ;Importancia de características del desarrollo profesional;Ofrece oportunidades para el intercambio colaborativo de ideas;Nada;1,9;D2;Competencia Digital Docente
KAZ;Importancia de características del desarrollo profesional;Se basa en mis conocimientos previos;Bastante;39,29;D2;Competencia Digital Docente
KAZ;Importancia de características del desarrollo profesional;Se basa en mis conocimientos previos;En cierta medida;20,88;D2;Competencia Digital Docente
KAZ;Importancia de características del desarrollo profesional;Se basa en mis conocimientos previos;Mucho;37,37;D2;Competencia Digital Docente
KAZ;Importancia de características del desarrollo profesional;Se basa en mis conocimientos previos;;0,45;D2;Competencia Digital Docente
KAZ;Importancia de características del desarrollo profesional;Se basa en mis conocimientos previos;Nada;2,02;D2;Competencia Digital Docente
KAZ;Lo que puedes hacer en tu enseñanza;Apoyar el aprendizaje de los estudiantes a través del uso de recursos y herramientas digitales;Bastante;45,45;D2;Competencia Digital Docente
KAZ;Lo que puedes hacer en tu enseñanza;Apoyar el aprendizaje de los estudiantes a través del uso de recursos y herramientas digitales;En cierta medida;22,19;D2;Competencia Digital Docente
KAZ;Lo que puedes hacer en tu enseñanza;Apoyar el aprendizaje de los estudiantes a través del uso de recursos y herramientas digitales;Mucho;30,69;D2;Competencia Digital Docente
KAZ;Lo que puedes hacer en tu enseñanza;Apoyar el aprendizaje de los estudiantes a través del uso de recursos y herramientas digitales;;0,52;D2;Competencia Digital Docente
KAZ;Lo que puedes hacer en tu enseñanza;Apoyar el aprendizaje de los estudiantes a través del uso de recursos y herramientas digitales;Nada;1,15;D2;Competencia Digital Docente
KAZ;Opiniones sobre el uso de recursos/herramientas digitales;El uso de recursos y herramientas digitales ayuda a los estudiantes a desarrollar un mayor interés en el aprendizaje;De acuerdo;61,59;D3;Pedagogía Digital / Uso Pedagógico TIC
KAZ;Opiniones sobre el uso de recursos/herramientas digitales;El uso de recursos y herramientas digitales ayuda a los estudiantes a desarrollar un mayor interés en el aprendizaje;En desacuerdo;3,3;D3;Pedagogía Digital / Uso Pedagógico TIC
KAZ;Opiniones sobre el uso de recursos/herramientas digitales;El uso de recursos y herramientas digitales ayuda a los estudiantes a desarrollar un mayor interés en el aprendizaje;Muy de acuerdo;34,15;D3;Pedagogía Digital / Uso Pedagógico TIC
KAZ;Opiniones sobre el uso de recursos/herramientas digitales;El uso de recursos y herramientas digitales ayuda a los estudiantes a desarrollar un mayor interés en el aprendizaje;Muy en desacuerdo;0,49;D3;Pedagogía Digital / Uso Pedagógico TIC
KAZ;Opiniones sobre el uso de recursos/herramientas digitales;El uso de recursos y herramientas digitales ayuda a los estudiantes a desarrollar un mayor interés en el aprendizaje;;0,47;D3;Pedagogía Digital / Uso Pedagógico TIC
KAZ;Opiniones sobre el uso de recursos/herramientas digitales;El uso de recursos y herramientas digitales ayuda a mejorar el rendimiento académico de los estudiantes;De acuerdo;61,73;D3;Pedagogía Digital / Uso Pedagógico TIC
KAZ;Opiniones sobre el uso de recursos/herramientas digitales;El uso de recursos y herramientas digitales ayuda a mejorar el rendimiento académico de los estudiantes;En desacuerdo;8,36;D3;Pedagogía Digital / Uso Pedagógico TIC
KAZ;Opiniones sobre el uso de recursos/herramientas digitales;El uso de recursos y herramientas digitales ayuda a mejorar el rendimiento académico de los estudiantes;Muy de acuerdo;28,36;D3;Pedagogía Digital / Uso Pedagógico TIC
KAZ;Opiniones sobre el uso de recursos/herramientas digitales;El uso de recursos y herramientas digitales ayuda a mejorar el rendimiento académico de los estudiantes;Muy en desacuerdo;0,82;D3;Pedagogía Digital / Uso Pedagógico TIC
KAZ;Opiniones sobre el uso de recursos/herramientas digitales;El uso de recursos y herramientas digitales ayuda a mejorar el rendimiento académico de los estudiantes;;0,73;D3;Pedagogía Digital / Uso Pedagógico TIC
KAZ;Tareas que puedes hacer con recursos/herramientas digitales;Aprender a usar la tecnología que es nueva para mí;Bastante;43,12;D2;Competencia Digital Docente
KAZ;Tareas que puedes hacer con recursos/herramientas digitales;Aprender a usar la tecnología que es nueva para mí;En cierta medida;17,43;D2;Competencia Digital Docente
KAZ;Tareas que puedes hacer con recursos/herramientas digitales;Aprender a usar la tecnología que es nueva para mí;Mucho;37,9;D2;Competencia Digital Docente
KAZ;Tareas que puedes hacer con recursos/herramientas digitales;Aprender a usar la tecnología que es nueva para mí;;0,77;D2;Competencia Digital Docente
KAZ;Tareas que puedes hacer con recursos/herramientas digitales;Aprender a usar la tecnología que es nueva para mí;Nada;0,77;D2;Competencia Digital Docente
KAZ;Tareas que puedes hacer con recursos/herramientas digitales;Identificar recursos y herramientas digitales para apoyar el tema(s) que enseño;Bastante;46,73;D2;Competencia Digital Docente
KAZ;Tareas que puedes hacer con recursos/herramientas digitales;Identificar recursos y herramientas digitales para apoyar el tema(s) que enseño;En cierta medida;29,09;D2;Competencia Digital Docente
KAZ;Tareas que puedes hacer con recursos/herramientas digitales;Identificar recursos y herramientas digitales para apoyar el tema(s) que enseño;Mucho;22,02;D2;Competencia Digital Docente
KAZ;Tareas que puedes hacer con recursos/herramientas digitales;Identificar recursos y herramientas digitales para apoyar el tema(s) que enseño;;0,45;D2;Competencia Digital Docente
KAZ;Tareas que puedes hacer con recursos/herramientas digitales;Identificar recursos y herramientas digitales para apoyar el tema(s) que enseño;Nada;1,71;D2;Competencia Digital Docente
KAZ;Temas incluidos en el desarrollo profesional;Análisis y utilización de las evaluaciones de los alumnos;;0,88;D2;Competencia Digital Docente
KAZ;Temas incluidos en el desarrollo profesional;Análisis y utilización de las evaluaciones de los alumnos;No;12,24;D2;Competencia Digital Docente
KAZ;Temas incluidos en el desarrollo profesional;Análisis y utilización de las evaluaciones de los alumnos;Sí;86,89;D2;Competencia Digital Docente
KAZ;Temas incluidos en el desarrollo profesional;Competencias pedagógicas para incorporar recursos y herramientas digitales en la enseñanza;;0,82;D2;Competencia Digital Docente
KAZ;Temas incluidos en el desarrollo profesional;Competencias pedagógicas para incorporar recursos y herramientas digitales en la enseñanza;No;12,09;D2;Competencia Digital Docente
KAZ;Temas incluidos en el desarrollo profesional;Competencias pedagógicas para incorporar recursos y herramientas digitales en la enseñanza;Sí;87,09;D2;Competencia Digital Docente
KAZ;Temas incluidos en el desarrollo profesional;Competencias técnicas para el uso de recursos y herramientas digitales;;0,77;D2;Competencia Digital Docente
KAZ;Temas incluidos en el desarrollo profesional;Competencias técnicas para el uso de recursos y herramientas digitales;No;18,18;D2;Competencia Digital Docente
KAZ;Temas incluidos en el desarrollo profesional;Competencias técnicas para el uso de recursos y herramientas digitales;Sí;81,05;D2;Competencia Digital Docente
KOR;Actividades de desarrollo profesional;Actividades de aprendizaje por iniciativa propia;;1,58;D2;Competencia Digital Docente
KOR;Actividades de desarrollo profesional;Actividades de aprendizaje por iniciativa propia;No;10,86;D2;Competencia Digital Docente
KOR;Actividades de desarrollo profesional;Actividades de aprendizaje por iniciativa propia;Sí mixta;14,51;D2;Competencia Digital Docente
KOR;Actividades de desarrollo profesional;Actividades de aprendizaje por iniciativa propia;Sí presencial;53,6;D2;Competencia Digital Docente
KOR;Actividades de desarrollo profesional;Actividades de aprendizaje por iniciativa propia;Sí virtual online;19,45;D2;Competencia Digital Docente
KOR;Actividades de desarrollo profesional;Coaching como parte de un acuerdo escolar formal;;2,07;D2;Competencia Digital Docente
KOR;Actividades de desarrollo profesional;Coaching como parte de un acuerdo escolar formal;No;30,7;D2;Competencia Digital Docente
KOR;Actividades de desarrollo profesional;Coaching como parte de un acuerdo escolar formal;Sí mixta;12,63;D2;Competencia Digital Docente
KOR;Actividades de desarrollo profesional;Coaching como parte de un acuerdo escolar formal;Sí presencial;46,72;D2;Competencia Digital Docente
KOR;Actividades de desarrollo profesional;Coaching como parte de un acuerdo escolar formal;Sí virtual online;7,88;D2;Competencia Digital Docente
KOR;Actividades de desarrollo profesional;Conferencias educativas de los docentes u otros;;1,98;D2;Competencia Digital Docente
KOR;Actividades de desarrollo profesional;Conferencias educativas de los docentes u otros;No;64,55;D2;Competencia Digital Docente
KOR;Actividades de desarrollo profesional;Conferencias educativas de los docentes u otros;Sí mixta;6,88;D2;Competencia Digital Docente
KOR;Actividades de desarrollo profesional;Conferencias educativas de los docentes u otros;Sí presencial;16,07;D2;Competencia Digital Docente
KOR;Actividades de desarrollo profesional;Conferencias educativas de los docentes u otros;Sí virtual online;10,53;D2;Competencia Digital Docente
KOR;Actividades de desarrollo profesional;Cursos/seminarios/talleres;;1,54;D2;Competencia Digital Docente
KOR;Actividades de desarrollo profesional;Cursos/seminarios/talleres;No;10,3;D2;Competencia Digital Docente
KOR;Actividades de desarrollo profesional;Cursos/seminarios/talleres;Sí mixta;18,63;D2;Competencia Digital Docente
KOR;Actividades de desarrollo profesional;Cursos/seminarios/talleres;Sí presencial;45,6;D2;Competencia Digital Docente
KOR;Actividades de desarrollo profesional;Cursos/seminarios/talleres;Sí virtual online;23,93;D2;Competencia Digital Docente
KOR;Actividades de desarrollo profesional;Otro;;6,25;D2;Competencia Digital Docente
KOR;Actividades de desarrollo profesional;Otro;No;41,37;D2;Competencia Digital Docente
KOR;Actividades de desarrollo profesional;Otro;Sí mixta;9,58;D2;Competencia Digital Docente
KOR;Actividades de desarrollo profesional;Otro;Sí presencial;29,36;D2;Competencia Digital Docente
KOR;Actividades de desarrollo profesional;Otro;Sí virtual online;13,44;D2;Competencia Digital Docente
KOR;Actividades de desarrollo profesional;Programa de cualificación formal;;2,07;D2;Competencia Digital Docente
KOR;Actividades de desarrollo profesional;Programa de cualificación formal;No;82,87;D2;Competencia Digital Docente
KOR;Actividades de desarrollo profesional;Programa de cualificación formal;Sí mixta;2,97;D2;Competencia Digital Docente
KOR;Actividades de desarrollo profesional;Programa de cualificación formal;Sí presencial;8,44;D2;Competencia Digital Docente
KOR;Actividades de desarrollo profesional;Programa de cualificación formal;Sí virtual online;3,65;D2;Competencia Digital Docente
KOR;Actividades de desarrollo profesional;Redes formales o informales de profesores para la formación profesional;;1,93;D2;Competencia Digital Docente
KOR;Actividades de desarrollo profesional;Redes formales o informales de profesores para la formación profesional;No;18,68;D2;Competencia Digital Docente
KOR;Actividades de desarrollo profesional;Redes formales o informales de profesores para la formación profesional;Sí mixta;15,25;D2;Competencia Digital Docente
KOR;Actividades de desarrollo profesional;Redes formales o informales de profesores para la formación profesional;Sí presencial;51,72;D2;Competencia Digital Docente
KOR;Actividades de desarrollo profesional;Redes formales o informales de profesores para la formación profesional;Sí virtual online;12,42;D2;Competencia Digital Docente
KOR;Actividades de desarrollo profesional;Reflexiones sobre las observaciones de la lección;;1,78;D2;Competencia Digital Docente
KOR;Actividades de desarrollo profesional;Reflexiones sobre las observaciones de la lección;No;21,89;D2;Competencia Digital Docente
KOR;Actividades de desarrollo profesional;Reflexiones sobre las observaciones de la lección;Sí mixta;13,93;D2;Competencia Digital Docente
KOR;Actividades de desarrollo profesional;Reflexiones sobre las observaciones de la lección;Sí presencial;53,23;D2;Competencia Digital Docente
KOR;Actividades de desarrollo profesional;Reflexiones sobre las observaciones de la lección;Sí virtual online;9,16;D2;Competencia Digital Docente
KOR;Actividades de desarrollo profesional;Visitas a locales comerciales, organizaciones públicas u ONG relacionadas con mi enseñanza;;2,52;D2;Competencia Digital Docente
KOR;Actividades de desarrollo profesional;Visitas a locales comerciales, organizaciones públicas u ONG relacionadas con mi enseñanza;No;73,85;D2;Competencia Digital Docente
KOR;Actividades de desarrollo profesional;Visitas a locales comerciales, organizaciones públicas u ONG relacionadas con mi enseñanza;Sí mixta;5,13;D2;Competencia Digital Docente
KOR;Actividades de desarrollo profesional;Visitas a locales comerciales, organizaciones públicas u ONG relacionadas con mi enseñanza;Sí presencial;12,23;D2;Competencia Digital Docente
KOR;Actividades de desarrollo profesional;Visitas a locales comerciales, organizaciones públicas u ONG relacionadas con mi enseñanza;Sí virtual online;6,26;D2;Competencia Digital Docente
KOR;Actividades de desarrollo profesional;Visitas a otras escuelas para informar sobre mi enseñanza;;2,19;D2;Competencia Digital Docente
KOR;Actividades de desarrollo profesional;Visitas a otras escuelas para informar sobre mi enseñanza;No;66,75;D2;Competencia Digital Docente
KOR;Actividades de desarrollo profesional;Visitas a otras escuelas para informar sobre mi enseñanza;Sí mixta;5,71;D2;Competencia Digital Docente
KOR;Actividades de desarrollo profesional;Visitas a otras escuelas para informar sobre mi enseñanza;Sí presencial;19,54;D2;Competencia Digital Docente
KOR;Actividades de desarrollo profesional;Visitas a otras escuelas para informar sobre mi enseñanza;Sí virtual online;5,82;D2;Competencia Digital Docente
KOR;Frecuencia con la que el profesor;Adapta sus métodos de enseñanza a las necesidades de los alumnos;Frecuentemente;34,14;D3;Pedagogía Digital / Uso Pedagógico TIC
KOR;Frecuencia con la que el profesor;Adapta sus métodos de enseñanza a las necesidades de los alumnos;;4,74;D3;Pedagogía Digital / Uso Pedagógico TIC
KOR;Frecuencia con la que el profesor;Adapta sus métodos de enseñanza a las necesidades de los alumnos;Nunca o casi nunca;5,27;D3;Pedagogía Digital / Uso Pedagógico TIC
KOR;Frecuencia con la que el profesor;Adapta sus métodos de enseñanza a las necesidades de los alumnos;Ocasionalmente;42,87;D3;Pedagogía Digital / Uso Pedagógico TIC
KOR;Frecuencia con la que el profesor;Adapta sus métodos de enseñanza a las necesidades de los alumnos;Siempre;12,98;D3;Pedagogía Digital / Uso Pedagógico TIC
KOR;Frecuencia con la que el profesor;Indica a los alumnos diferentes materiales didácticos en función de sus necesidades;Frecuentemente;32,04;D3;Pedagogía Digital / Uso Pedagógico TIC
KOR;Frecuencia con la que el profesor;Indica a los alumnos diferentes materiales didácticos en función de sus necesidades;;4,84;D3;Pedagogía Digital / Uso Pedagógico TIC
KOR;Frecuencia con la que el profesor;Indica a los alumnos diferentes materiales didácticos en función de sus necesidades;Nunca o casi nunca;10,5;D3;Pedagogía Digital / Uso Pedagógico TIC
KOR;Frecuencia con la que el profesor;Indica a los alumnos diferentes materiales didácticos en función de sus necesidades;Ocasionalmente;41,5;D3;Pedagogía Digital / Uso Pedagógico TIC
KOR;Frecuencia con la que el profesor;Indica a los alumnos diferentes materiales didácticos en función de sus necesidades;Siempre;11,12;D3;Pedagogía Digital / Uso Pedagógico TIC
KOR;Frecuencia con la que el profesor;Prepara a los estudiantes para las dificultades que pueden ocurrir durante la práctica;Frecuentemente;47,69;D3;Pedagogía Digital / Uso Pedagógico TIC
KOR;Frecuencia con la que el profesor;Prepara a los estudiantes para las dificultades que pueden ocurrir durante la práctica;;5,1;D3;Pedagogía Digital / Uso Pedagógico TIC
KOR;Frecuencia con la que el profesor;Prepara a los estudiantes para las dificultades que pueden ocurrir durante la práctica;Nunca o casi nunca;1,95;D3;Pedagogía Digital / Uso Pedagógico TIC
KOR;Frecuencia con la que el profesor;Prepara a los estudiantes para las dificultades que pueden ocurrir durante la práctica;Ocasionalmente;31,1;D3;Pedagogía Digital / Uso Pedagógico TIC
KOR;Frecuencia con la que el profesor;Prepara a los estudiantes para las dificultades que pueden ocurrir durante la práctica;Siempre;14,16;D3;Pedagogía Digital / Uso Pedagógico TIC
KOR;Frecuencia con la que el profesor;Revisa múltiples ejemplos para practicar los pasos de un procedimiento o habilidad;Frecuentemente;45,06;D3;Pedagogía Digital / Uso Pedagógico TIC
KOR;Frecuencia con la que el profesor;Revisa múltiples ejemplos para practicar los pasos de un procedimiento o habilidad;;4,72;D3;Pedagogía Digital / Uso Pedagógico TIC
KOR;Frecuencia con la que el profesor;Revisa múltiples ejemplos para practicar los pasos de un procedimiento o habilidad;Nunca o casi nunca;3,2;D3;Pedagogía Digital / Uso Pedagógico TIC
KOR;Frecuencia con la que el profesor;Revisa múltiples ejemplos para practicar los pasos de un procedimiento o habilidad;Ocasionalmente;33,1;D3;Pedagogía Digital / Uso Pedagógico TIC
KOR;Frecuencia con la que el profesor;Revisa múltiples ejemplos para practicar los pasos de un procedimiento o habilidad;Siempre;13,91;D3;Pedagogía Digital / Uso Pedagógico TIC
KOR;Frecuencia con la que el profesor;Selecciona tareas cuya dificultad aumenta gradualmente;Frecuentemente;42,71;D3;Pedagogía Digital / Uso Pedagógico TIC
KOR;Frecuencia con la que el profesor;Selecciona tareas cuya dificultad aumenta gradualmente;;5,01;D3;Pedagogía Digital / Uso Pedagógico TIC
KOR;Frecuencia con la que el profesor;Selecciona tareas cuya dificultad aumenta gradualmente;Nunca o casi nunca;3,88;D3;Pedagogía Digital / Uso Pedagógico TIC
KOR;Frecuencia con la que el profesor;Selecciona tareas cuya dificultad aumenta gradualmente;Ocasionalmente;35,63;D3;Pedagogía Digital / Uso Pedagógico TIC
KOR;Frecuencia con la que el profesor;Selecciona tareas cuya dificultad aumenta gradualmente;Siempre;12,78;D3;Pedagogía Digital / Uso Pedagógico TIC
KOR;Impacto global del desarrollo profesional;Impacto positivo del desarrollo profesional;Bastante;30,42;D2;Competencia Digital Docente
KOR;Impacto global del desarrollo profesional;Impacto positivo del desarrollo profesional;En cierta medida;50,45;D2;Competencia Digital Docente
KOR;Impacto global del desarrollo profesional;Impacto positivo del desarrollo profesional;Mucho;15,07;D2;Competencia Digital Docente
KOR;Impacto global del desarrollo profesional;Impacto positivo del desarrollo profesional;;1,81;D2;Competencia Digital Docente
KOR;Impacto global del desarrollo profesional;Impacto positivo del desarrollo profesional;Nada;2,25;D2;Competencia Digital Docente
KOR;Importancia de características del desarrollo profesional;Ofrece oportunidades para el intercambio colaborativo de ideas;Bastante;39,5;D2;Competencia Digital Docente
KOR;Importancia de características del desarrollo profesional;Ofrece oportunidades para el intercambio colaborativo de ideas;En cierta medida;19,07;D2;Competencia Digital Docente
KOR;Importancia de características del desarrollo profesional;Ofrece oportunidades para el intercambio colaborativo de ideas;Mucho;37,77;D2;Competencia Digital Docente
KOR;Importancia de características del desarrollo profesional;Ofrece oportunidades para el intercambio colaborativo de ideas;;2,12;D2;Competencia Digital Docente
KOR;Importancia de características del desarrollo profesional;Ofrece oportunidades para el intercambio colaborativo de ideas;Nada;1,54;D2;Competencia Digital Docente
KOR;Importancia de características del desarrollo profesional;Se basa en mis conocimientos previos;Bastante;41,67;D2;Competencia Digital Docente
KOR;Importancia de características del desarrollo profesional;Se basa en mis conocimientos previos;En cierta medida;22,92;D2;Competencia Digital Docente
KOR;Importancia de características del desarrollo profesional;Se basa en mis conocimientos previos;Mucho;31,99;D2;Competencia Digital Docente
KOR;Importancia de características del desarrollo profesional;Se basa en mis conocimientos previos;;2,12;D2;Competencia Digital Docente
